vegetable,city,season,quantity,duration,gender,price
11,4,3,9469,2,2,35
2,7,3,9018,3,2,54
4,24,1,9485,3,2,56
15,8,0,7099,2,1,15
8,15,2,3085,1,2,76
12,20,2,9316,2,2,119
14,19,1,1890,1,1,109
18,25,0,1831,2,2,94
16,25,1,8370,2,1,88
14,0,2,7802,3,2,78
2,18,0,3619,2,1,14
12,18,2,5081,1,1,64
12,20,0,7382,3,2,94
16,12,0,1145,3,1,12
12,19,1,3029,2,1,94
5,27,3,9797,2,2,32
4,19,1,4551,1,1,18
6,14,0,1395,3,2,43
4,25,1,7673,1,1,119
19,6,0,4378,3,2,50
14,9,2,5750,1,2,75
15,20,2,7728,1,2,47
3,8,0,7120,2,1,16
1,14,0,2590,3,1,40
8,3,0,2765,2,2,73
3,8,2,8645,1,2,61
3,18,3,1928,1,2,97
18,1,2,4724,1,1,81
16,13,1,4608,2,1,43
12,16,2,6095,1,2,118
19,18,3,2383,3,2,109
17,6,0,6761,2,1,66
1,9,3,2999,2,2,50
16,4,1,9364,2,1,72
1,12,2,8528,3,2,115
7,24,1,5598,3,2,113
5,7,3,8139,3,2,66
5,21,1,8503,3,2,27
10,10,0,4298,2,1,100
15,15,3,7146,2,2,88
9,14,2,7120,1,1,72
17,19,0,5941,2,1,94
13,5,0,1257,1,2,106
9,1,0,3628,2,1,59
14,26,0,2587,1,2,100
4,17,0,7111,1,2,77
13,2,3,1511,1,1,23
6,22,2,5195,3,2,117
9,15,1,7800,1,1,26
14,0,1,2182,1,2,56
11,23,1,1127,1,1,96
18,9,0,2286,1,1,53
3,12,2,5351,3,2,93
1,21,3,8813,2,1,115
1,12,3,1126,1,2,96
19,8,1,6015,2,1,69
4,4,2,3243,3,2,73
11,18,2,3572,1,2,64
1,11,0,7428,3,2,107
17,8,0,9731,2,2,32
3,7,3,4703,2,1,100
12,8,2,7310,3,1,64
15,7,2,9865,1,1,105
17,8,3,7841,2,2,49
16,13,1,2399,1,1,56
8,20,3,5116,2,2,61
2,14,0,1745,2,1,20
0,11,3,6354,1,1,39
19,2,2,3611,2,1,94
16,9,2,6257,1,1,51
11,23,2,6295,2,1,93
15,23,2,9350,1,1,99
1,8,2,8274,1,1,59
12,6,0,8895,1,2,41
3,13,1,4751,1,2,62
10,12,0,7345,3,2,29
5,27,1,3759,1,2,91
0,27,3,9870,3,2,110
12,10,2,4787,3,1,75
7,5,2,9481,2,1,68
16,15,0,1847,2,1,52
4,22,2,9904,3,2,25
9,20,1,4518,3,2,110
1,8,1,3182,1,2,108
15,23,1,7069,2,1,32
8,18,3,3613,2,2,51
11,3,1,9603,3,1,106
9,2,2,7661,3,2,91
5,22,3,6433,3,1,59
19,5,1,2027,2,2,15
1,15,0,2343,1,2,69
3,23,1,1918,1,1,47
15,22,3,8677,2,1,28
17,1,2,9536,1,2,76
18,3,3,6364,2,2,54
10,12,2,7712,1,1,21
19,15,2,6108,2,1,30
7,10,1,7720,2,2,31
10,11,0,9908,2,2,34
14,12,2,6510,1,2,35
7,9,0,5532,1,1,107
9,5,1,5996,3,1,69
14,16,3,1495,3,1,14
0,10,3,5306,1,2,35
2,27,3,3698,1,2,13
0,4,0,2733,3,1,12
4,22,1,8137,2,2,10
17,18,2,3102,3,1,45
19,9,0,1099,1,2,48
3,11,1,6701,2,2,86
8,16,3,2252,3,1,98
11,8,2,7664,1,1,38
6,11,0,5093,3,2,19
16,6,0,6609,2,2,14
7,5,0,1440,1,1,58
1,19,0,8432,1,2,52
0,9,1,9872,2,1,103
0,5,0,7406,3,2,78
7,19,2,3236,2,2,29
2,14,2,1248,3,2,41
14,27,2,6225,1,2,94
17,25,2,2997,2,1,50
19,27,1,4348,3,2,82
0,16,2,8508,3,1,107
16,16,3,5528,1,2,45
4,15,0,6506,3,2,66
15,24,0,7932,2,2,26
10,9,2,3137,1,2,85
7,1,2,4956,2,2,17
6,19,2,3649,2,1,95
8,5,3,7981,3,1,36
14,15,0,2547,2,2,39
4,8,1,3447,3,2,100
9,10,0,4769,3,1,58
3,8,1,9537,3,1,22
2,25,1,1412,2,1,86
10,19,1,1867,1,2,21
7,12,0,7260,2,2,112
16,16,1,9945,3,2,65
4,16,0,6678,2,1,18
8,22,0,5116,1,1,119
14,25,1,8363,2,1,100
17,12,1,4230,2,1,46
6,2,0,7937,2,1,38
1,1,1,8124,2,1,116
12,22,0,2962,3,2,22
13,0,0,1494,2,2,52
2,27,1,9347,3,2,21
13,4,2,5967,3,2,76
17,23,0,1089,1,2,32
13,0,0,6501,1,1,78
1,24,2,2438,2,2,115
1,5,3,6991,1,2,114
12,15,2,8922,1,2,100
3,4,0,2636,3,1,62
19,3,1,7578,2,1,79
5,27,1,4815,3,2,96
13,4,1,1094,3,1,13
9,13,2,1417,3,2,108
14,18,3,7204,3,1,23
1,15,3,7738,2,1,45
11,7,1,3950,3,1,66
19,19,0,8565,3,1,64
13,16,2,8527,3,2,72
5,11,2,2646,1,2,76
12,11,1,6325,3,2,107
4,7,2,8566,3,1,91
19,22,3,7830,1,2,54
19,7,3,7447,2,2,40
17,20,0,7225,2,2,50
5,25,0,9946,3,2,60
6,27,3,9216,2,2,46
12,24,1,2173,1,1,81
3,9,3,4121,3,2,47
11,16,0,4544,2,1,84
17,16,3,3749,1,2,81
5,25,3,3083,3,2,37
16,20,2,3953,3,2,24
11,10,2,7968,1,1,93
7,23,2,8984,2,2,88
5,18,3,1218,1,1,106
8,2,0,1329,2,1,88
17,16,0,7770,2,2,47
4,3,2,1079,3,2,108
1,7,1,5128,1,2,70
1,20,1,5220,3,1,24
6,14,2,4219,1,1,69
5,12,0,8333,1,1,16
10,8,0,4720,1,2,49
15,21,2,4149,2,1,96
17,21,1,9351,1,1,111
11,22,2,8245,3,1,99
16,5,2,2768,1,1,67
8,8,0,6526,1,2,66
15,4,0,5356,3,2,54
13,23,3,8322,1,1,115
10,10,2,3280,2,2,115
11,26,0,4369,3,1,54
9,6,1,1153,2,1,100
12,18,1,9800,2,1,25
7,21,1,1062,2,2,113
18,12,1,6775,1,2,31
4,23,0,2794,2,2,34
12,16,3,7463,3,1,105
14,8,1,1257,1,2,32
3,21,1,3869,3,1,70
15,26,1,3085,3,2,54
15,5,3,2123,2,2,90
3,16,1,6700,2,1,32
3,2,2,1589,3,2,15
1,20,3,7943,2,2,102
12,11,1,8828,2,1,112
1,13,3,7682,3,1,119
3,2,2,3467,2,1,78
17,21,0,2019,2,1,87
9,25,1,8861,1,2,72
3,22,3,9330,2,1,19
11,19,1,8597,2,1,108
13,5,1,2268,1,1,92
13,8,3,8909,1,1,76
11,15,3,6797,2,1,12
5,25,1,7961,1,2,40
1,23,1,1898,1,2,98
14,23,2,9362,3,2,65
9,0,0,5660,1,1,118
3,12,0,9562,2,2,52
5,4,1,3229,3,1,76
9,13,3,8168,2,2,108
13,3,2,9164,2,2,97
18,8,1,1275,1,1,108
7,1,0,7079,3,1,57
14,10,2,9857,2,2,10
10,7,2,6614,3,1,61
6,13,0,1106,2,2,49
16,3,0,6632,1,2,19
8,17,0,5450,2,1,118
15,0,3,3465,2,2,53
0,14,1,4452,1,1,17
11,2,2,6038,3,1,104
5,12,1,2460,1,2,21
12,16,0,3638,2,1,70
9,3,2,7771,3,2,99
11,22,0,9814,1,1,101
10,12,3,6012,2,1,66
11,15,0,4837,3,1,53
18,7,0,6180,3,2,24
19,25,3,1202,1,1,84
13,3,0,9145,3,1,22
2,5,2,3051,2,1,106
11,17,1,9381,3,1,80
10,4,1,3964,2,2,69
10,3,2,3594,1,2,110
8,26,2,9735,1,1,96
1,9,1,6438,2,1,56
5,13,0,4951,2,1,23
19,21,2,4695,2,2,77
1,5,3,3406,1,2,21
13,22,3,6780,1,2,59
15,1,2,9947,2,1,35
12,12,3,5064,3,2,63
2,26,2,5141,3,1,11
3,11,1,3786,1,1,76
13,3,3,5490,1,2,28
14,23,1,2052,2,1,56
15,2,3,4404,1,2,70
17,11,0,4712,3,1,80
12,10,2,2478,3,2,116
6,1,3,6656,1,1,56
1,4,1,3413,3,2,53
6,14,3,2026,3,1,99
14,17,0,5561,1,2,18
9,20,3,6858,3,1,59
0,24,2,1422,1,1,94
5,23,0,8866,3,1,46
17,21,0,1947,2,1,74
8,24,0,9002,3,1,79
8,10,2,1447,1,2,40
13,5,0,4486,3,1,62
15,26,2,4529,1,2,75
19,25,2,2560,1,2,76
19,17,0,5594,3,1,103
8,14,3,7337,1,1,32
11,27,2,6800,1,1,82
18,13,1,5730,2,1,57
9,2,3,8516,1,2,82
11,25,3,2448,3,2,46
8,22,2,9710,3,1,54
18,23,2,2868,3,2,17
2,18,3,2480,1,1,115
9,26,3,2953,2,2,12
1,23,1,2558,2,1,66
13,22,2,9213,2,1,72
4,9,2,3995,3,2,55
4,24,3,8455,1,1,115
17,22,3,3896,3,1,103
19,1,0,3430,2,2,60
17,11,1,4999,2,1,33
12,6,3,6680,3,2,100
18,13,1,3412,3,2,100
19,22,2,8294,2,2,38
6,16,0,2227,1,2,53
9,20,1,8455,3,2,38
11,24,2,8936,3,1,14
11,19,0,6736,1,2,104
12,18,2,7736,3,2,42
12,22,1,9381,2,1,63
14,26,1,9916,3,2,55
18,25,3,8686,3,1,91
18,1,1,1125,1,2,102
1,21,0,3770,3,2,112
0,5,3,2212,2,2,99
14,15,2,2887,1,1,84
15,19,3,9686,3,2,91
15,27,3,3988,3,2,82
4,10,2,1091,2,1,108
14,27,2,2002,2,2,29
9,23,3,3154,1,1,45
0,5,1,1513,2,1,41
4,0,3,7279,3,1,66
4,26,0,5301,3,2,16
14,4,3,1630,2,2,38
2,3,0,8277,2,1,28
3,9,3,2737,1,2,65
18,25,1,7754,3,2,42
17,16,3,2067,2,1,44
0,13,3,8026,2,1,16
18,19,3,4975,3,1,13
12,6,1,7016,1,2,96
5,12,1,8681,3,2,38
10,9,2,1822,1,2,28
17,27,1,7145,2,1,12
4,14,1,9579,1,1,39
7,13,1,2880,3,2,92
0,18,3,7325,1,2,55
7,5,1,7733,2,2,94
5,24,3,6260,1,2,15
18,0,3,6466,3,2,26
17,6,3,4217,1,1,98
5,13,3,5783,2,2,101
6,26,0,8208,2,1,18
12,13,2,6481,3,2,24
13,0,0,4237,3,1,67
19,13,1,2724,2,2,117
7,0,0,5126,1,1,74
1,19,3,3628,2,1,37
15,7,2,5809,3,2,80
9,24,0,8510,2,1,50
9,22,2,9591,2,1,33
9,15,0,6703,2,2,76
6,8,0,3824,1,1,30
4,17,2,7638,1,1,112
2,24,2,8131,3,1,71
17,5,1,9779,3,1,44
13,16,3,3130,1,1,23
11,2,2,2471,1,1,40
3,26,0,2989,3,1,47
13,14,3,6011,1,1,59
1,20,1,2906,1,2,67
0,21,2,2583,1,2,67
15,2,2,8995,1,1,87
4,3,3,2980,3,2,119
1,1,2,8242,3,2,65
7,5,3,8127,1,2,24
3,20,0,5090,2,2,110
8,5,2,3527,3,2,103
12,16,3,5435,3,2,117
13,22,1,3768,1,1,54
18,18,0,7506,2,2,15
8,19,3,3349,1,1,81
16,0,2,3086,3,2,94
11,26,1,4860,1,1,64
17,18,0,4226,3,2,65
10,16,2,3160,1,2,32
17,6,0,7493,2,1,103
16,23,0,2743,2,2,45
14,22,1,3621,2,2,66
0,17,3,4374,2,1,44
8,27,3,7945,3,2,89
14,1,2,8092,3,2,19
16,1,0,4850,3,1,99
15,7,3,7611,1,2,102
12,9,1,8827,1,2,50
17,2,1,5522,1,2,118
14,16,2,6385,3,1,32
10,20,3,7322,3,1,83
14,1,0,6540,3,2,23
14,10,3,6827,1,2,113
19,20,3,8121,2,2,14
13,12,0,4080,1,2,16
11,11,0,2951,1,2,29
0,10,3,2941,3,2,119
4,16,3,8140,3,1,71
19,0,3,4427,2,2,12
11,25,1,6340,1,1,26
19,21,1,1583,1,2,114
7,1,2,8841,3,1,59
17,5,2,6049,2,2,75
7,7,3,4470,1,1,58
9,17,2,5106,3,2,39
16,14,2,7295,2,2,80
19,9,2,7144,2,2,91
14,20,0,9008,2,2,74
9,16,2,9331,2,2,106
8,26,1,2657,1,1,12
13,22,3,8810,3,2,53
18,9,2,5646,2,2,94
17,16,2,3045,1,2,47
18,1,3,8983,1,2,71
7,2,1,4246,2,2,15
18,4,0,7107,2,1,73
5,27,1,1263,3,1,68
7,23,3,9215,2,2,91
15,2,3,7974,1,2,69
4,5,0,2770,3,2,118
8,15,2,7329,2,2,82
1,10,3,3848,2,1,12
4,15,1,8892,1,1,24
1,1,3,4559,2,1,14
15,7,3,8172,2,2,113
6,11,0,1165,3,1,86
14,3,1,5838,3,2,118
13,19,1,9795,2,2,46
10,18,1,2217,3,2,43
2,0,2,3445,2,1,113
2,6,3,1871,1,1,49
18,12,3,5872,2,1,21
10,14,3,9805,3,2,98
15,25,3,2758,2,1,77
1,26,1,4072,2,1,68
9,12,3,2626,2,2,74
3,12,2,2914,2,1,72
10,19,1,7956,2,1,50
6,27,3,7881,1,2,100
10,16,0,1629,1,2,18
1,26,3,3535,2,1,71
9,8,3,9047,1,1,74
4,27,2,9827,3,1,24
9,27,1,4405,1,2,86
17,11,0,6048,2,1,60
15,13,1,8487,3,2,107
13,25,3,8514,3,1,39
12,17,0,1949,2,2,72
19,10,3,4636,2,2,75
17,23,1,6312,2,1,62
9,2,0,9789,2,1,97
1,15,2,5778,2,1,36
15,1,1,2742,2,2,98
2,16,1,5273,3,1,96
1,15,0,2227,1,2,25
11,26,0,1603,3,2,108
16,10,3,9285,2,1,24
15,24,1,1163,1,2,49
9,20,2,4751,3,1,118
0,8,1,4784,2,1,32
2,9,0,8632,1,2,40
4,15,2,5415,3,2,42
13,23,0,8911,1,2,17
4,17,2,7636,3,2,101
1,13,2,8294,1,2,84
11,7,0,1919,3,1,38
3,26,3,1204,2,2,48
9,7,2,5695,1,1,108
13,13,0,4337,3,1,28
1,1,2,7089,3,2,21
11,26,3,4040,3,2,15
13,20,2,4659,1,1,77
4,26,1,9469,3,2,103
15,1,2,8125,2,1,19
17,6,1,6560,1,1,106
6,21,0,6615,2,2,12
15,11,3,7801,3,2,106
1,10,2,9561,3,1,96
17,1,2,1530,3,2,96
9,10,3,2416,1,2,106
3,2,1,4983,3,2,14
13,21,0,6968,2,1,97
17,17,2,3076,3,1,58
14,17,2,6667,3,1,40
0,4,2,7598,3,1,109
5,11,2,9116,2,2,34
5,14,1,2545,3,2,78
15,3,3,3291,2,1,62
9,21,3,1542,2,2,79
11,12,3,7465,1,2,72
3,4,1,6041,2,1,58
2,4,1,2172,1,2,39
1,18,1,2543,2,1,100
13,19,3,8415,3,2,85
1,13,1,5791,1,1,72
19,16,2,3704,1,1,47
11,9,3,4200,1,1,69
15,12,2,6834,2,2,67
9,13,2,4354,2,2,16
14,0,2,2368,2,2,19
1,21,3,4130,2,1,19
6,25,1,8727,1,1,43
0,25,3,6598,1,1,65
2,26,3,6338,1,1,106
7,9,0,5673,2,1,86
13,18,1,1701,1,1,23
11,7,2,4632,2,2,85
1,19,2,3623,2,2,115
16,26,3,2009,1,1,118
11,7,1,6030,3,2,48
4,16,2,1315,2,1,68
13,11,0,7065,2,1,37
12,18,0,9996,3,2,102
14,15,3,1683,1,1,119
0,4,3,9169,1,1,105
2,27,1,1598,1,1,24
10,15,1,6919,1,2,115
11,3,2,8511,3,2,64
0,16,3,4223,1,2,85
4,9,3,4624,3,1,63
13,27,3,6929,1,2,32
19,14,1,3030,2,1,55
1,7,0,3227,3,1,20
8,8,2,9587,3,1,41
4,18,1,2485,2,1,109
2,17,0,6282,3,1,16
1,15,0,8728,2,1,29
1,19,0,1107,1,1,40
13,6,2,4673,1,2,93
17,4,0,1333,2,2,111
13,25,2,1328,1,1,49
15,16,0,4499,1,1,27
19,2,0,4071,1,2,61
8,13,0,5877,2,1,31
7,2,3,9453,3,1,53
15,13,3,9439,2,2,110
12,17,0,1777,3,2,106
1,25,2,5376,3,1,38
8,13,1,7250,3,1,51
10,7,1,4620,3,2,30
12,4,1,7444,3,2,92
17,4,1,6247,3,1,44
3,3,1,8980,3,1,50
0,13,0,6602,3,2,26
6,15,2,9429,3,2,60
14,8,3,2623,3,2,72
6,1,0,1361,3,1,47
2,27,2,1590,2,2,75
13,4,0,9477,1,2,67
11,21,2,8740,2,2,57
16,19,2,8995,2,2,85
8,3,2,9247,2,2,30
11,4,3,2966,3,2,13
2,18,0,9079,3,1,90
5,13,0,2969,1,2,44
6,22,0,9854,1,2,38
0,14,0,5820,3,1,11
12,21,2,7711,3,1,87
0,13,3,7620,3,2,29
13,11,2,3398,3,2,38
7,19,0,8829,3,2,21
3,5,1,1902,3,2,83
13,15,1,2961,2,2,43
6,5,0,3179,3,1,49
2,9,1,9071,2,2,36
1,11,3,1229,2,2,102
5,17,2,1619,1,2,117
17,6,0,4612,1,2,11
10,27,2,1191,3,2,16
17,2,0,3077,3,1,76
2,16,0,8883,1,1,19
11,17,0,7315,2,1,37
2,6,1,2875,3,1,73
8,6,0,9371,3,2,50
10,12,3,3536,1,1,90
12,23,2,3192,2,2,114
7,12,1,2098,2,2,95
17,19,0,2403,1,1,88
6,5,3,2427,3,2,12
3,9,1,5375,1,2,62
7,27,3,3860,1,2,15
15,19,3,5502,3,2,82
14,22,0,9020,2,1,40
13,16,0,8240,1,2,31
2,25,2,4061,1,1,65
14,1,3,9109,2,2,71
10,3,2,7368,1,1,60
10,8,2,7137,2,1,86
7,24,2,1726,3,2,84
15,4,0,7095,1,1,118
15,8,3,9322,2,2,28
8,11,0,1767,2,2,75
12,1,2,8230,1,2,48
3,9,3,7412,3,2,89
19,13,0,8612,1,1,93
0,16,3,2234,2,2,114
9,11,3,2154,1,1,29
2,14,3,2581,2,2,73
19,4,0,5924,3,1,62
18,1,0,4294,1,2,75
8,25,2,6684,1,1,89
18,23,2,7195,3,2,101
19,4,2,8726,3,1,14
8,15,2,6704,1,1,67
6,21,3,8729,1,2,86
12,5,2,1579,1,2,15
6,17,3,1325,3,2,112
18,15,2,4842,2,2,10
7,2,3,2753,3,1,71
1,23,3,6112,3,1,53
18,3,3,6374,1,2,19
18,20,2,2596,3,2,58
3,7,1,6235,1,2,37
2,15,3,3790,2,1,40
16,0,1,9540,2,2,115
8,19,3,3962,2,2,58
6,11,0,1890,2,1,107
11,11,3,9410,2,1,99
11,25,1,7049,2,2,22
14,3,0,3919,1,1,91
10,16,1,5116,3,2,96
2,23,0,1415,2,1,36
12,13,0,1548,2,1,105
15,15,2,1661,1,1,80
5,22,3,5981,2,1,12
15,20,1,6938,2,1,57
1,2,2,2044,2,2,17
12,5,1,7004,2,2,92
1,16,1,7183,2,1,106
1,12,1,7638,1,1,101
14,15,1,1408,1,1,88
9,0,3,7084,2,2,78
11,14,3,3740,1,1,90
2,2,3,8761,3,2,11
12,3,1,2499,2,1,108
13,24,2,3005,2,1,75
11,11,0,1231,2,1,63
18,16,1,9941,3,1,77
8,11,0,3013,3,2,100
17,16,2,8143,2,2,108
12,7,0,8313,1,1,73
13,26,3,3875,1,2,88
10,26,0,7494,1,1,35
8,12,3,6165,1,2,83
16,14,0,3065,2,2,40
6,9,0,7315,3,1,95
9,9,3,6129,1,1,50
12,9,0,2855,2,2,33
16,2,0,9168,2,2,100
9,16,0,7964,3,1,30
11,27,0,2588,1,1,116
1,2,0,2292,2,1,33
3,4,0,1872,3,1,66
5,26,3,6215,1,2,10
14,22,3,3293,3,1,14
6,1,0,2612,1,1,90
19,6,3,7523,2,2,42
8,1,2,1068,2,2,45
1,6,2,2125,2,2,48
5,5,3,9798,1,1,100
2,27,3,7404,3,2,40
14,0,3,5664,2,2,42
14,3,0,3691,2,2,42
16,12,0,7441,1,1,87
0,24,2,5495,2,1,47
1,21,1,6052,3,1,47
3,20,2,2290,1,1,68
1,17,2,6355,2,2,40
11,24,3,5768,2,2,84
3,3,0,9289,1,2,84
7,26,2,6671,3,2,79
13,12,2,1297,1,1,113
4,1,3,9747,3,1,66
17,8,0,5362,2,2,14
12,16,0,1140,1,2,90
13,26,3,8109,2,2,105
8,11,1,1661,2,2,111
0,3,3,3606,3,1,61
13,19,0,2786,1,2,16
17,9,0,3096,1,1,69
2,26,0,4329,2,2,62
17,14,1,1653,3,1,75
9,7,2,2719,3,1,14
4,22,2,3592,1,2,71
1,13,3,1738,2,1,110
3,21,3,5484,2,2,95
3,20,0,4316,2,1,52
1,8,0,6588,3,2,108
2,16,0,4102,3,2,98
1,15,3,4491,3,2,42
10,22,2,2565,1,1,16
1,13,3,6313,2,1,119
3,22,1,6275,3,1,16
3,23,0,7269,1,2,22
3,3,3,7558,3,1,72
9,9,1,7006,1,2,13
2,4,3,5210,3,2,105
15,14,3,8801,3,1,46
19,15,1,2946,1,2,111
6,26,3,6256,1,1,87
8,0,3,6734,1,1,15
13,11,0,3792,1,1,53
12,5,3,1950,3,1,66
16,27,1,9482,3,1,97
4,24,3,7019,2,1,45
10,24,0,5311,1,1,42
2,6,3,2178,3,2,89
15,27,1,3161,1,1,80
0,13,2,3762,3,1,59
10,9,2,8052,1,1,19
5,17,2,6566,3,1,83
14,15,3,2638,2,1,60
17,11,1,2760,3,2,61
8,14,0,3866,1,2,79
18,7,1,6547,2,2,61
7,23,2,2998,3,2,45
18,24,0,3905,1,2,77
18,5,2,1943,2,2,106
1,12,1,9469,2,1,99
5,12,2,2100,2,2,67
11,22,3,1134,3,1,64
13,1,3,8525,3,1,115
1,21,2,1676,1,2,39
7,9,1,6235,3,2,80
8,15,0,7741,3,1,52
8,17,0,7048,2,1,58
8,8,0,5770,1,2,35
14,1,0,4796,2,1,27
9,19,1,8034,2,2,35
9,22,0,8745,3,2,81
2,11,1,5893,1,2,118
0,4,0,9236,2,1,88
10,4,1,6198,3,1,111
18,18,3,8454,2,1,111
10,0,2,1764,1,2,71
12,18,3,2949,2,1,61
10,10,3,9923,2,2,118
12,21,1,1904,2,2,34
15,14,2,6940,2,1,65
3,10,3,4366,3,1,105
10,12,1,4602,1,1,54
5,0,3,1904,3,2,105
5,10,3,9378,3,1,105
2,4,2,8374,1,2,49
19,1,2,6439,2,1,24
6,25,2,3529,1,2,63
9,24,2,9270,1,2,109
19,23,1,9786,3,1,51
5,22,2,9733,2,1,40
19,6,1,3947,3,2,114
9,7,2,6235,2,1,80
5,27,3,9638,1,1,10
3,4,2,5945,1,2,12
2,3,1,8035,3,1,65
13,1,2,3783,3,2,68
11,22,1,3663,2,2,10
16,19,0,2559,2,1,97
0,24,3,7478,3,2,48
3,9,3,7754,1,1,78
18,8,2,4717,2,1,79
7,6,1,5304,1,1,44
8,8,2,2612,3,2,77
3,22,2,9329,1,1,53
9,16,2,5175,2,1,106
7,10,3,1787,3,1,83
12,14,0,9654,3,1,89
0,5,2,2993,2,1,91
9,1,1,5241,1,1,111
12,19,0,4821,2,1,17
18,23,0,2278,2,2,71
5,9,3,2180,1,2,55
8,27,0,2415,2,1,106
5,7,2,5606,3,2,119
16,6,2,3309,2,2,20
6,13,0,9101,1,1,32
14,14,1,2269,2,2,36
14,21,1,3487,1,1,80
11,13,2,6416,1,2,61
2,11,3,5908,1,1,16
9,4,1,3766,3,2,74
14,7,1,4353,1,2,19
9,7,3,3724,2,1,94
0,12,1,8624,2,2,75
1,13,2,5957,1,1,36
12,0,3,4045,2,1,100
3,7,0,9889,3,1,83
3,25,0,5888,3,1,63
14,26,1,4155,3,2,81
16,21,3,1262,2,2,103
5,0,3,9528,2,2,98
3,1,3,8217,2,2,113
11,9,0,4045,3,2,108
1,14,3,6260,1,1,52
9,11,3,3040,2,2,108
17,7,2,5094,2,2,67
17,16,2,6329,1,2,36
8,22,2,7252,1,2,32
10,27,1,4066,3,1,87
13,25,2,8179,1,1,85
1,11,3,5837,1,1,27
18,12,3,9966,2,1,16
11,7,2,5063,3,2,51
6,6,0,6229,1,2,35
13,27,3,9610,3,2,48
8,22,0,1293,2,1,75
10,10,1,3755,1,2,17
12,1,1,3185,2,1,95
3,21,3,8122,2,2,32
9,5,0,8120,2,2,31
9,10,1,3556,2,2,94
17,21,1,1048,1,1,17
18,12,2,3865,1,2,34
0,5,0,1283,1,1,17
3,8,2,7005,3,2,29
13,25,3,7378,2,1,45
19,19,3,4366,3,1,68
14,9,1,4185,1,2,56
3,4,1,5774,2,2,85
9,21,1,3232,1,2,38
10,21,2,7513,2,2,14
10,12,2,4061,1,2,56
19,1,1,8098,3,2,64
14,19,0,2080,1,2,68
18,12,0,5395,1,1,35
11,24,2,6161,1,1,82
14,16,0,2410,1,1,63
14,0,1,4403,1,2,94
0,12,2,3249,1,2,75
0,14,3,9958,1,1,54
3,19,0,8561,2,2,12
2,27,3,2446,2,1,32
8,18,0,1951,2,1,67
8,0,1,8128,3,1,88
1,9,0,9032,1,1,69
6,6,2,7973,3,2,113
8,17,0,9184,2,1,74
17,20,3,7808,3,2,92
13,24,0,5405,3,1,15
12,22,1,3649,3,2,18
8,16,1,6212,3,2,118
7,6,3,4805,2,1,31
11,7,0,3992,1,2,85
7,13,1,2306,2,2,97
16,22,2,5347,3,2,58
3,15,0,1222,1,2,39
13,4,0,2060,1,2,15
10,3,3,8052,3,1,17
1,1,1,3526,3,1,70
8,7,3,9436,2,2,57
14,26,1,8965,1,1,86
6,6,0,3262,1,2,43
13,18,2,8661,1,1,19
10,20,2,6497,2,2,36
17,3,0,5968,1,2,99
3,18,3,8607,3,1,93
16,11,0,6857,2,1,89
12,6,0,5708,2,1,31
4,15,1,5177,3,1,56
1,23,2,9557,1,1,66
19,22,0,2109,3,1,85
6,20,3,2035,2,2,41
17,2,0,7352,1,2,115
1,17,1,3614,3,1,90
11,9,2,3995,3,1,77
8,2,1,4506,1,2,106
16,8,1,2875,3,1,32
15,18,0,8514,3,2,109
3,17,3,1639,3,2,95
7,7,3,7611,1,2,59
0,17,1,3454,1,1,36
6,0,0,9941,1,2,98
13,12,1,8883,2,2,38
9,15,1,1102,2,1,61
1,15,1,6591,2,2,91
0,26,2,7916,2,2,105
11,21,0,8312,2,2,89
16,7,3,6917,3,1,71
1,27,1,5873,3,2,38
9,17,1,7398,3,1,78
10,26,0,2580,1,1,104
16,6,0,2281,1,2,37
5,17,3,5638,2,1,117
18,8,0,5486,3,2,24
2,19,0,6834,3,1,40
6,21,1,9286,3,2,36
15,1,1,8621,1,1,30
19,11,0,2784,3,2,75
12,24,2,2340,3,2,84
10,2,1,3079,2,2,112
17,13,2,8075,2,2,29
4,23,2,8692,2,2,26
5,25,1,1096,2,2,88
17,22,3,1015,3,2,34
19,25,2,4618,1,1,24
18,16,1,4666,3,1,53
1,0,1,2639,3,2,36
3,1,0,2505,1,1,119
13,23,3,5681,1,2,40
18,1,1,6107,3,1,50
6,1,2,6055,1,1,100
15,13,3,2558,1,2,95
17,11,0,7746,1,1,37
15,17,3,7680,2,1,24
19,23,2,1832,2,2,107
0,17,2,1204,3,1,108
6,27,1,2055,3,1,16
12,6,3,7014,3,1,67
8,20,3,8183,1,2,96
12,5,0,5855,1,2,104
15,17,2,2130,3,1,57
13,15,2,5437,2,1,48
12,22,1,6603,3,1,75
18,22,0,7373,2,1,88
15,7,2,8730,2,1,104
11,2,2,9299,3,1,92
3,5,1,6143,2,1,11
8,18,3,4303,2,1,106
16,14,1,5276,1,2,109
5,1,2,1102,3,1,13
14,24,2,9783,1,2,89
11,25,0,8784,3,2,48
12,18,1,1743,3,2,92
11,3,1,5751,2,2,109
2,18,2,7840,3,2,87
15,6,1,3384,2,1,37
11,7,2,6175,1,2,83
7,3,3,9224,2,1,22
15,7,1,9038,1,2,58
4,16,0,7421,3,2,101
8,2,3,5819,3,1,10
16,23,3,4102,1,1,93
10,17,3,5069,3,2,12
19,26,1,4678,1,2,46
14,14,3,3759,3,2,113
0,3,1,7021,3,1,110
8,13,2,7373,2,2,89
18,7,1,1287,1,2,62
